id,map,category,type,name,worldX,worldY,worldZ,mapX,mapY,levelMin,levelMax,palId,subtype,biome,sourceId,sourceIndex
"palpagos-material-1673--367751-32487","palpagos","materials","material","sulfur","-367750.9","32487.2","","-273","-531","","","","sulfur","","","1672"
"palpagos-material-1674--401721--5916","palpagos","materials","material","sulfur","-401720.9","-5915.8","","-357","-605","","","","sulfur","","","1673"
"palpagos-material-1675--394247--7842","palpagos","materials","material","sulfur","-394247.1","-7841.9","","-361","-589","","","","sulfur","","","1674"
"palpagos-material-1676--407036--29073","palpagos","materials","material","sulfur","-407035.7","-29072.9","","-408","-617","","","","sulfur","","","1675"
"palpagos-material-1677--398604--30650","palpagos","materials","material","sulfur","-398603.8","-30650.1","","-411","-599","","","","sulfur","","","1676"
"palpagos-material-1678--395653--55737","palpagos","materials","material","sulfur","-395652.9","-55737.4","","-466","-592","","","","sulfur","","","1677"
"palpagos-material-1679--403858--95720","palpagos","materials","material","sulfur","-403857.6","-95720.4","","-553","-610","","","","sulfur","","","1678"
"palpagos-material-1680--401134--161633","palpagos","materials","material","sulfur","-401133.6","-161633.2","","-696","-604","","","","sulfur","","","1679"
"palpagos-material-1681--394021--203753","palpagos","materials","material","sulfur","-394020.9","-203752.6","","-788","-589","","","","sulfur","","","1680"
"palpagos-material-1682--390654--188316","palpagos","materials","material","sulfur","-390653.7","-188315.7","","-755","-581","","","","sulfur","","","1681"
"palpagos-material-1683--387805--213547","palpagos","materials","material","sulfur","-387805.2","-213546.8","","-809","-575","","","","sulfur","","","1682"
"palpagos-material-1684--392253-175","palpagos","materials","material","sulfur","-392252.8","175.4","","-344","-585","","","","sulfur","","","1683"
"palpagos-material-1685--431457--32896","palpagos","materials","material","sulfur","-431456.6","-32896.2","","-416","-670","","","","sulfur","","","1684"
"palpagos-material-1686--431525--72936","palpagos","materials","material","sulfur","-431524.7","-72936.3","","-503","-670","","","","sulfur","","","1685"
"palpagos-material-1687--422518--67344","palpagos","materials","material","sulfur","-422518.1","-67343.8","","-491","-651","","","","sulfur","","","1686"
"palpagos-material-1688--413295--60829","palpagos","materials","material","sulfur","-413295.4","-60829","","-477","-631","","","","sulfur","","","1687"
"palpagos-material-1689--433868--80913","palpagos","materials","material","sulfur","-433867.6","-80913.4","","-521","-675","","","","sulfur","","","1688"
"palpagos-material-1690--419620--91930","palpagos","materials","material","sulfur","-419620","-91930.4","","-545","-644","","","","sulfur","","","1689"
"palpagos-material-1691--417822--84847","palpagos","materials","material","sulfur","-417822.4","-84847.3","","-529","-640","","","","sulfur","","","1690"
"palpagos-material-1692--409897--86065","palpagos","materials","material","sulfur","-409897.5","-86064.9","","-532","-623","","","","sulfur","","","1691"
"palpagos-material-1693--431169--106595","palpagos","materials","material","sulfur","-431169.4","-106594.7","","-576","-669","","","","sulfur","","","1692"
"palpagos-material-1694--419910--151560","palpagos","materials","material","sulfur","-419910","-151560","","-674","-645","","","","sulfur","","","1693"
"palpagos-material-1695--432241--154928","palpagos","materials","material","sulfur","-432241.5","-154928.5","","-682","-672","","","","sulfur","","","1694"
"palpagos-material-1696--430999--187723","palpagos","materials","material","sulfur","-430999.1","-187723.5","","-753","-669","","","","sulfur","","","1695"
"palpagos-material-1697--442442--46170","palpagos","materials","material","sulfur","-442442.2","-46169.6","","-445","-694","","","","sulfur","","","1696"
"palpagos-material-1698--440762--38691","palpagos","materials","material","sulfur","-440762.4","-38691.1","","-429","-690","","","","sulfur","","","1697"
"palpagos-material-1699--453579--60950","palpagos","materials","material","sulfur","-453578.8","-60950.5","","-477","-718","","","","sulfur","","","1698"
"palpagos-material-1700--444695--53871","palpagos","materials","material","sulfur","-444695.5","-53870.8","","-462","-699","","","","sulfur","","","1699"
"palpagos-material-1701--451192--126952","palpagos","materials","material","sulfur","-451191.6","-126951.9","","-621","-713","","","","sulfur","","","1700"
"palpagos-material-1702--447473--110429","palpagos","materials","material","sulfur","-447473.1","-110429.2","","-585","-705","","","","sulfur","","","1701"
"palpagos-material-1703--439987--112140","palpagos","materials","material","sulfur","-439987.4","-112139.9","","-589","-689","","","","sulfur","","","1702"
"palpagos-material-1704--438047--104485","palpagos","materials","material","sulfur","-438046.8","-104484.8","","-572","-684","","","","sulfur","","","1703"
"palpagos-material-1705--455647--149973","palpagos","materials","material","sulfur","-455647.2","-149972.7","","-671","-723","","","","sulfur","","","1704"
"palpagos-material-1706--452482--134721","palpagos","materials","material","sulfur","-452482.2","-134720.6","","-638","-716","","","","sulfur","","","1705"
"palpagos-material-1707--446935--143783","palpagos","materials","material","sulfur","-446934.7","-143783","","-657","-704","","","","sulfur","","","1706"
"palpagos-material-1708--439975--152861","palpagos","materials","material","sulfur","-439975.5","-152860.6","","-677","-689","","","","sulfur","","","1707"
"palpagos-material-1709--438894--145284","palpagos","materials","material","sulfur","-438894.5","-145284.1","","-661","-686","","","","sulfur","","","1708"
"palpagos-material-1710--437371--137215","palpagos","materials","material","sulfur","-437371","-137215.3","","-643","-683","","","","sulfur","","","1709"
"palpagos-material-1711--435766--129548","palpagos","materials","material","sulfur","-435765.8","-129547.7","","-626","-679","","","","sulfur","","","1710"
"palpagos-material-1712--7600--69580","palpagos","materials","material","sulfur","-7600","-69580","","-496","253","","","","sulfur","","","1711"
"palpagos-material-1713--50690--183080","palpagos","materials","material","sulfur","-50690","-183080","","-743","159","","","","sulfur","","","1712"
"palpagos-material-1714--62770--9680","palpagos","materials","material","sulfur","-62770","-9680","","-365","133","","","","sulfur","","","1713"
"palpagos-material-1715--70570--67820","palpagos","materials","material","sulfur","-70570","-67820","","-492","116","","","","sulfur","","","1714"
"palpagos-material-1716--69990--68660","palpagos","materials","material","sulfur","-69990","-68660","","-494","117","","","","sulfur","","","1715"
"palpagos-material-1717--70920--151320","palpagos","materials","material","sulfur","-70920","-151320","","-674","115","","","","sulfur","","","1716"
"palpagos-material-1718--68090--142800","palpagos","materials","material","sulfur","-68090","-142800","","-655","122","","","","sulfur","","","1717"
"palpagos-material-1719--54820--179620","palpagos","materials","material","sulfur","-54820","-179620","","-736","150","","","","sulfur","","","1718"
"palpagos-material-1720--77150--165700","palpagos","materials","material","sulfur","-77150","-165700","","-705","102","","","","sulfur","","","1719"
"palpagos-material-1721--78380--166910","palpagos","materials","material","sulfur","-78380","-166910","","-708","99","","","","sulfur","","","1720"
"palpagos-material-1722--89132-267746","palpagos","materials","material","sulfur","-89132.1","267745.7","","239","76","","","","sulfur","","","1721"
"palpagos-material-1723--95063-273993","palpagos","materials","material","sulfur","-95062.6","273992.7","","253","63","","","","sulfur","","","1722"
"palpagos-material-1724--83901-286045","palpagos","materials","material","sulfur","-83901.4","286044.9","","279","87","","","","sulfur","","","1723"
"palpagos-material-1725--95073-285213","palpagos","materials","material","sulfur","-95073.3","285213.2","","277","63","","","","sulfur","","","1724"
"palpagos-material-1726--87798-200570","palpagos","materials","material","sulfur","-87797.8","200570.4","","93","79","","","","sulfur","","","1725"
"palpagos-material-1727--112043-256758","palpagos","materials","material","sulfur","-112043","256757.7","","215","26","","","","sulfur","","","1726"
"palpagos-material-1728--104873-193959","palpagos","materials","material","sulfur","-104873","193958.6","","78","41","","","","sulfur","","","1727"
"palpagos-material-1729--110538-222900","palpagos","materials","material","sulfur","-110537.9","222899.5","","141","29","","","","sulfur","","","1728"
"palpagos-material-1730--121608-210847","palpagos","materials","material","sulfur","-121607.6","210846.7","","115","5","","","","sulfur","","","1729"
"palpagos-material-1731--111270-245137","palpagos","materials","material","sulfur","-111269.8","245136.8","","190","27","","","","sulfur","","","1730"
"palpagos-material-1732--145468-256327","palpagos","materials","material","sulfur","-145468.4","256327.2","","214","-47","","","","sulfur","","","1731"
"palpagos-material-1733--135474-301192","palpagos","materials","material","sulfur","-135474.3","301191.5","","312","-25","","","","sulfur","","","1732"
"palpagos-material-1734--129663-329632","palpagos","materials","material","sulfur","-129662.9","329631.6","","374","-13","","","","sulfur","","","1733"
"palpagos-material-1735--146582-312142","palpagos","materials","material","sulfur","-146582.4","312142.4","","336","-49","","","","sulfur","","","1734"
"palpagos-material-1736--150175-87645","palpagos","materials","material","sulfur","-150174.6","87644.8","","-153","-57","","","","sulfur","","","1735"
"palpagos-material-1737--149349-171185","palpagos","materials","material","sulfur","-149349.2","171185.4","","29","-55","","","","sulfur","","","1736"
"palpagos-material-1738--144529-199786","palpagos","materials","material","sulfur","-144529.5","199786.4","","91","-45","","","","sulfur","","","1737"
"palpagos-material-1739--138912-205051","palpagos","materials","material","sulfur","-138911.8","205050.7","","103","-33","","","","sulfur","","","1738"
"palpagos-material-1740--172288--148885","palpagos","materials","material","sulfur","-172288.2","-148884.6","","-669","-105","","","","sulfur","","","1739"
"palpagos-material-1741--176358--149414","palpagos","materials","material","sulfur","-176357.6","-149413.9","","-670","-114","","","","sulfur","","","1740"
"palpagos-material-1742--177010--146699","palpagos","materials","material","sulfur","-177009.9","-146699.5","","-664","-116","","","","sulfur","","","1741"
"palpagos-material-1743--167794--146940","palpagos","materials","material","sulfur","-167794.5","-146940","","-664","-96","","","","sulfur","","","1742"
"palpagos-material-1744--177845-4071","palpagos","materials","material","sulfur","-177844.8","4070.9","","-335","-118","","","","sulfur","","","1743"
"palpagos-material-1745--163236-272742","palpagos","materials","material","sulfur","-163236.4","272741.7","","250","-86","","","","sulfur","","","1744"
"palpagos-material-1746--169081-289682","palpagos","materials","material","sulfur","-169080.9","289681.8","","287","-98","","","","sulfur","","","1745"
"palpagos-material-1747--174553-283654","palpagos","materials","material","sulfur","-174553.3","283653.8","","274","-110","","","","sulfur","","","1746"
"palpagos-material-1748--170883-68373","palpagos","materials","material","sulfur","-170883.2","68373.1","","-195","-102","","","","sulfur","","","1747"
"palpagos-material-1749--155957-97901","palpagos","materials","material","sulfur","-155957.1","97901.2","","-131","-70","","","","sulfur","","","1748"
"palpagos-material-1750--175135-85896","palpagos","materials","material","sulfur","-175135.1","85896","","-157","-112","","","","sulfur","","","1749"
"palpagos-material-1751--177135-78365","palpagos","materials","material","sulfur","-177134.7","78365.3","","-173","-116","","","","sulfur","","","1750"
"palpagos-material-1752--204261--6435","palpagos","materials","material","sulfur","-204261.1","-6435.2","","-358","-175","","","","sulfur","","","1751"
"palpagos-material-1753--184778--146607","palpagos","materials","material","sulfur","-184777.9","-146607","","-664","-133","","","","sulfur","","","1752"
"palpagos-material-1754--182360--140253","palpagos","materials","material","sulfur","-182360.4","-140253.1","","-650","-127","","","","sulfur","","","1753"
"palpagos-material-1755--185534-38805","palpagos","materials","material","sulfur","-185533.8","38804.9","","-260","-134","","","","sulfur","","","1754"
"palpagos-material-1756--186400-71834","palpagos","materials","material","sulfur","-186400.5","71833.7","","-188","-136","","","","sulfur","","","1755"
"palpagos-material-1757--179701-102340","palpagos","materials","material","sulfur","-179701.3","102339.5","","-121","-122","","","","sulfur","","","1756"
"palpagos-material-1758--204639-100487","palpagos","materials","material","sulfur","-204638.6","100487.2","","-125","-176","","","","sulfur","","","1757"
"palpagos-material-1759--186849-104761","palpagos","materials","material","sulfur","-186848.8","104761","","-116","-137","","","","sulfur","","","1758"
"palpagos-material-1760--191148-180395","palpagos","materials","material","sulfur","-191147.8","180395.1","","49","-147","","","","sulfur","","","1759"
"palpagos-material-1761--197978-182993","palpagos","materials","material","sulfur","-197978.5","182993","","54","-161","","","","sulfur","","","1760"
"palpagos-material-1762--195404-226751","palpagos","materials","material","sulfur","-195404.1","226751.1","","150","-156","","","","sulfur","","","1761"
"palpagos-material-1763--221888--125031","palpagos","materials","material","sulfur","-221887.7","-125031.1","","-617","-214","","","","sulfur","","","1762"
"palpagos-material-1764--226523--147876","palpagos","materials","material","sulfur","-226522.8","-147876.5","","-666","-224","","","","sulfur","","","1763"
"palpagos-material-1765--207567-260431","palpagos","materials","material","sulfur","-207567.2","260431.4","","223","-182","","","","sulfur","","","1764"
"palpagos-material-1766--219536-260377","palpagos","materials","material","sulfur","-219536","260376.9","","223","-208","","","","sulfur","","","1765"
"palpagos-material-1767--212965-29134","palpagos","materials","material","sulfur","-212965","29133.8","","-281","-194","","","","sulfur","","","1766"
"palpagos-material-1768--228900-65780","palpagos","materials","material","sulfur","-228899.9","65779.8","","-201","-229","","","","sulfur","","","1767"
"palpagos-material-1769--215571-86664","palpagos","materials","material","sulfur","-215570.8","86664.4","","-155","-200","","","","sulfur","","","1768"
"palpagos-material-1770--227010-143789","palpagos","materials","material","sulfur","-227009.7","143788.6","","-31","-225","","","","sulfur","","","1769"
"palpagos-material-1771--205623-169531","palpagos","materials","material","sulfur","-205622.7","169530.5","","25","-178","","","","sulfur","","","1770"
"palpagos-material-1772-4020--79880","palpagos","materials","material","sulfur","4020","-79880","","-518","279","","","","sulfur","","","1771"
"palpagos-material-1773-2960--78840","palpagos","materials","material","sulfur","2960","-78840","","-516","276","","","","sulfur","","","1772"
"palpagos-material-1774-2850--139460","palpagos","materials","material","sulfur","2850","-139460","","-648","276","","","","sulfur","","","1773"
"palpagos-material-1775-170--134450","palpagos","materials","material","sulfur","170","-134450","","-637","270","","","","sulfur","","","1774"
"palpagos-material-1776-17850--151450","palpagos","materials","material","sulfur","17850","-151450","","-674","309","","","","sulfur","","","1775"
"palpagos-material-1777-35690--124330","palpagos","materials","material","sulfur","35690","-124330","","-615","348","","","","sulfur","","","1776"
"palpagos-material-1778-26190--126390","palpagos","materials","material","sulfur","26190","-126390","","-620","327","","","","sulfur","","","1777"
"palpagos-material-1779-41520--112510","palpagos","materials","material","sulfur","41520","-112510","","-589","360","","","","sulfur","","","1778"
"palpagos-material-1780-28070--145240","palpagos","materials","material","sulfur","28070","-145240","","-661","331","","","","sulfur","","","1779"
"palpagos-material-1781-1347-1063","palpagos","materials","material","sulfur","1346.8","1062.6","","-342","273","","","","sulfur","","","1780"
"palpagos-material-1782--1123--1129","palpagos","materials","material","sulfur","-1123.5","-1129.1","","-347","267","","","","sulfur","","","1781"
"palpagos-material-1783-1337--1153","palpagos","materials","material","sulfur","1337.3","-1153.2","","-347","273","","","","sulfur","","","1782"
"palpagos-material-1784-674--958","palpagos","materials","material","sulfur","674.2","-958.1","","-346","271","","","","sulfur","","","1783"
"palpagos-material-1785-1440-1176","palpagos","materials","material","sulfur","1439.5","1176.1","","-342","273","","","","sulfur","","","1784"
"palpagos-material-1786-942-173","palpagos","materials","material","sulfur","941.6","172.8","","-344","272","","","","sulfur","","","1785"
"palpagos-material-1787-833-1176","palpagos","materials","material","sulfur","832.5","1175.7","","-342","272","","","","sulfur","","","1786"
"palpagos-material-1788-413-1073","palpagos","materials","material","sulfur","413.2","1073.1","","-342","271","","","","sulfur","","","1787"
"palpagos-material-1789-2095--1587","palpagos","materials","material","sulfur","2094.7","-1587.1","","-348","274","","","","sulfur","","","1788"
"palpagos-material-1790--1263--736","palpagos","materials","material","sulfur","-1263.1","-736","","-346","267","","","","sulfur","","","1789"
"palpagos-material-1791--487-20","palpagos","materials","material","sulfur","-486.6","20.4","","-344","269","","","","sulfur","","","1790"
"palpagos-material-1792-674--1296","palpagos","materials","material","sulfur","674.2","-1296.1","","-347","271","","","","sulfur","","","1791"
"palpagos-material-1793-2678--2501","palpagos","materials","material","sulfur","2677.8","-2501.3","","-350","276","","","","sulfur","","","1792"
"palpagos-material-1794-942--800","palpagos","materials","material","sulfur","941.6","-799.8","","-346","272","","","","sulfur","","","1793"
"palpagos-material-1795--1666-30","palpagos","materials","material","sulfur","-1665.7","30.1","","-344","266","","","","sulfur","","","1794"
"palpagos-material-1796--3451-392","palpagos","materials","material","sulfur","-3451.5","391.9","","-343","262","","","","sulfur","","","1795"
"palpagos-material-1797-1041--755","palpagos","materials","material","sulfur","1041.4","-755.2","","-346","272","","","","sulfur","","","1796"
"palpagos-material-1798--1346-1279","palpagos","materials","material","sulfur","-1345.6","1279.1","","-341","267","","","","sulfur","","","1797"
"palpagos-material-1799-1913--1123","palpagos","materials","material","sulfur","1913.3","-1123.5","","-347","274","","","","sulfur","","","1798"
"palpagos-material-1800-1187--1486","palpagos","materials","material","sulfur","1187","-1485.7","","-347","272","","","","sulfur","","","1799"
"palpagos-material-1801-1117-2","palpagos","materials","material","sulfur","1116.5","2","","-344","272","","","","sulfur","","","1800"
"palpagos-material-1802-389-481","palpagos","materials","material","sulfur","388.8","481.2","","-343","271","","","","sulfur","","","1801"
"palpagos-material-1803--77-723","palpagos","materials","material","sulfur","-76.8","723.1","","-343","270","","","","sulfur","","","1802"
"palpagos-material-1804--474-1263","palpagos","materials","material","sulfur","-474.5","1263.2","","-341","269","","","","sulfur","","","1803"
"palpagos-material-1805-832--825","palpagos","materials","material","sulfur","831.5","-825.1","","-346","272","","","","sulfur","","","1804"
"palpagos-material-1806--1346-1279","palpagos","materials","material","sulfur","-1345.6","1279.1","","-341","267","","","","sulfur","","","1805"
"palpagos-material-1807-1251--432","palpagos","materials","material","sulfur","1250.6","-432.5","","-345","273","","","","sulfur","","","1806"
"palpagos-material-1808-1206-3140","palpagos","materials","material","sulfur","1205.9","3140.2","","-337","273","","","","sulfur","","","1807"
"palpagos-material-1809--1445-1237","palpagos","materials","material","sulfur","-1445.1","1237.1","","-342","267","","","","sulfur","","","1808"
"palpagos-material-1810-342-1202","palpagos","materials","material","sulfur","342.1","1202.4","","-342","271","","","","sulfur","","","1809"
"palpagos-material-1811-1307-1749","palpagos","materials","material","sulfur","1306.9","1749.3","","-340","273","","","","sulfur","","","1810"
"palpagos-material-1812-1223--1593","palpagos","materials","material","sulfur","1223.2","-1593.3","","-348","273","","","","sulfur","","","1811"
"palpagos-material-1813--252492--125035","palpagos","materials","material","oil","-252492.5","-125035.2","","-617","-280","","","","oil","","","1812"
"palpagos-material-1814--234160--141340","palpagos","materials","material","oil","-234160","-141340","","-652","-240","","","","oil","","","1813"
"palpagos-material-1815--298670--67500","palpagos","materials","material","oil","-298670","-67500","","-491","-381","","","","oil","","","1814"
"palpagos-material-1816--304040--220360","palpagos","materials","material","oil","-304040","-220360","","-824","-392","","","","oil","","","1815"
"palpagos-material-1817--302220--229190","palpagos","materials","material","oil","-302220","-229190","","-844","-389","","","","oil","","","1816"
"palpagos-material-1818--304470--227600","palpagos","materials","material","oil","-304470","-227600","","-840","-393","","","","oil","","","1817"
"palpagos-material-1819--330120--235030","palpagos","materials","material","oil","-330120","-235030","","-856","-449","","","","oil","","","1818"
"palpagos-material-1820--332190--235860","palpagos","materials","material","oil","-332190","-235860","","-858","-454","","","","oil","","","1819"
"palpagos-material-1821--307940--58660","palpagos","materials","material","oil","-307940","-58660","","-472","-401","","","","oil","","","1820"
"palpagos-material-1822--314020--56310","palpagos","materials","material","oil","-314020","-56310","","-467","-414","","","","oil","","","1821"
"palpagos-material-1823--329440--81270","palpagos","materials","material","oil","-329440","-81270","","-521","-448","","","","oil","","","1822"
"palpagos-material-1824--310050--218750","palpagos","materials","material","oil","-310050","-218750","","-821","-406","","","","oil","","","1823"
"palpagos-material-1825--311010--225100","palpagos","materials","material","oil","-311010","-225100","","-835","-408","","","","oil","","","1824"
"palpagos-material-1826--334890--234810","palpagos","materials","material","oil","-334890","-234810","","-856","-460","","","","oil","","","1825"
"palpagos-material-1827--338080-342042","palpagos","materials","material","oil","-338080.3","342041.5","","401","-467","","","","oil","","","1826"
"palpagos-material-1828--337855-338781","palpagos","materials","material","oil","-337854.9","338781.3","","394","-466","","","","oil","","","1827"
"palpagos-material-1829--336632-341099","palpagos","materials","material","oil","-336631.9","341098.9","","399","-463","","","","oil","","","1828"
"palpagos-material-1830--347579-341696","palpagos","materials","material","oil","-347579.3","341695.5","","400","-487","","","","oil","","","1829"
"palpagos-material-1831--347267-344712","palpagos","materials","material","oil","-347267.2","344711.7","","407","-487","","","","oil","","","1830"
"palpagos-material-1832--344854-345440","palpagos","materials","material","oil","-344854.2","345439.6","","408","-481","","","","oil","","","1831"
"palpagos-material-1833--369150-10250","palpagos","materials","material","oil","-369150","10250","","-322","-534","","","","oil","","","1832"
"palpagos-material-1834--432110--14340","palpagos","materials","material","oil","-432110","-14340","","-375","-672","","","","oil","","","1833"
"palpagos-material-1835--431350--12320","palpagos","materials","material","oil","-431350","-12320","","-371","-670","","","","oil","","","1834"
"palpagos-material-1836--424630--68290","palpagos","materials","material","oil","-424630","-68290","","-493","-655","","","","oil","","","1835"
"palpagos-material-1837--430240--161950","palpagos","materials","material","oil","-430240","-161950","","-697","-667","","","","oil","","","1836"
"palpagos-material-1838--415830--195770","palpagos","materials","material","oil","-415830","-195770","","-771","-636","","","","oil","","","1837"
"palpagos-material-1839--427320--192530","palpagos","materials","material","oil","-427320","-192530","","-764","-661","","","","oil","","","1838"
"palpagos-material-1840--434600--184500","palpagos","materials","material","oil","-434600","-184500","","-746","-677","","","","oil","","","1839"
"palpagos-material-1841--425730--204700","palpagos","materials","material","oil","-425730","-204700","","-790","-658","","","","oil","","","1840"
"palpagos-material-1842--414960--206660","palpagos","materials","material","oil","-414960","-206660","","-794","-634","","","","oil","","","1841"
"palpagos-material-1843--455270--119210","palpagos","materials","material","oil","-455270","-119210","","-604","-722","","","","oil","","","1842"
"palpagos-material-1844--458810--144170","palpagos","materials","material","oil","-458810","-144170","","-658","-730","","","","oil","","","1843"
"palpagos-material-1845--445080--171570","palpagos","materials","material","oil","-445080","-171570","","-718","-700","","","","oil","","","1844"
"palpagos-material-1846--460070--168250","palpagos","materials","material","oil","-460070","-168250","","-711","-732","","","","oil","","","1845"
"palpagos-material-1847--469870--145490","palpagos","materials","material","oil","-469870","-145490","","-661","-754","","","","oil","","","1846"
"palpagos-material-1848--469690--128930","palpagos","materials","material","oil","-469690","-128930","","-625","-753","","","","oil","","","1847"
"palpagos-material-1849--12160--91310","palpagos","materials","material","oil","-12160","-91310","","-543","243","","","","oil","","","1848"
"palpagos-material-1850--11810--90680","palpagos","materials","material","oil","-11810","-90680","","-542","244","","","","oil","","","1849"
"palpagos-material-1851--10430--109800","palpagos","materials","material","oil","-10430","-109800","","-583","247","","","","oil","","","1850"
"palpagos-material-1852--11530--111340","palpagos","materials","material","oil","-11530","-111340","","-587","245","","","","oil","","","1851"
"palpagos-material-1853--12640-292650","palpagos","materials","material","oil","-12640","292650","","293","242","","","","oil","","","1852"
"palpagos-material-1854--14660-292530","palpagos","materials","material","oil","-14660","292530","","293","238","","","","oil","","","1853"
"palpagos-material-1855--9553-405498","palpagos","materials","material","oil","-9552.7","405497.9","","539","249","","","","oil","","","1854"
"palpagos-material-1856--22490-428390","palpagos","materials","material","oil","-22490","428390","","589","221","","","","oil","","","1855"
"palpagos-material-1857--10620-241100","palpagos","materials","material","oil","-10620","241100","","181","247","","","","oil","","","1856"
"palpagos-material-1858--15550-255400","palpagos","materials","material","oil","-15550","255400","","212","236","","","","oil","","","1857"
"palpagos-material-1859--497846--398692","palpagos","materials","material","oil","-497846.1","-398691.8","","-1213","-815","","","","oil","","","1858"
"palpagos-material-1860--535606--348048","palpagos","materials","material","oil","-535605.6","-348048","","-1103","-897","","","","oil","","","1859"
"palpagos-material-1861--516037--335525","palpagos","materials","material","oil","-516036.8","-335525.5","","-1075","-854","","","","oil","","","1860"
"palpagos-material-1862--536072--372596","palpagos","materials","material","oil","-536072.5","-372595.7","","-1156","-898","","","","oil","","","1861"
"palpagos-material-1863--550657--268150","palpagos","materials","material","oil","-550657.4","-268150","","-928","-930","","","","oil","","","1862"
"palpagos-material-1864--548077--405541","palpagos","materials","material","oil","-548076.8","-405541.3","","-1228","-924","","","","oil","","","1863"
"palpagos-material-1865--555604--170321","palpagos","materials","material","oil","-555603.7","-170320.6","","-715","-941","","","","oil","","","1864"
"palpagos-material-1866--548984--205483","palpagos","materials","material","oil","-548984.4","-205482.8","","-792","-926","","","","oil","","","1865"
"palpagos-material-1867--579598--263873","palpagos","materials","material","oil","-579597.7","-263872.6","","-919","-993","","","","oil","","","1866"
"palpagos-material-1868--585702--328267","palpagos","materials","material","oil","-585702.2","-328266.6","","-1059","-1006","","","","oil","","","1867"
"palpagos-material-1869--566971--309783","palpagos","materials","material","oil","-566970.9","-309782.6","","-1019","-965","","","","oil","","","1868"
"palpagos-material-1870--572080--394096","palpagos","materials","material","oil","-572080.2","-394095.6","","-1203","-976","","","","oil","","","1869"
"palpagos-material-1871--587709--470304","palpagos","materials","material","oil","-587709.1","-470304.5","","-1369","-1011","","","","oil","","","1870"
"palpagos-material-1872--579947--166424","palpagos","materials","material","oil","-579947.2","-166424.2","","-707","-994","","","","oil","","","1871"
"palpagos-material-1873--610351--331590","palpagos","materials","material","oil","-610351.5","-331590.1","","-1067","-1060","","","","oil","","","1872"
"palpagos-material-1874--596147--328096","palpagos","materials","material","oil","-596146.9","-328096.5","","-1059","-1029","","","","oil","","","1873"
"palpagos-material-1875--611686--365037","palpagos","materials","material","oil","-611685.9","-365037.3","","-1140","-1063","","","","oil","","","1874"
"palpagos-material-1876--589897--185059","palpagos","materials","material","oil","-589896.6","-185058.7","","-747","-1015","","","","oil","","","1875"
"palpagos-material-1877--626830--273978","palpagos","materials","material","oil","-626829.6","-273978.5","","-941","-1096","","","","oil","","","1876"
"palpagos-material-1878--631967--303857","palpagos","materials","material","oil","-631967.5","-303857.3","","-1006","-1107","","","","oil","","","1877"
"palpagos-material-1879--639088--341525","palpagos","materials","material","oil","-639087.6","-341524.7","","-1088","-1122","","","","oil","","","1878"
"palpagos-material-1880--624862--445600","palpagos","materials","material","oil","-624862.5","-445600.2","","-1315","-1091","","","","oil","","","1879"
"palpagos-material-1881--657923--249102","palpagos","materials","material","oil","-657922.9","-249101.8","","-887","-1163","","","","oil","","","1880"
"palpagos-material-1882--663710--405509","palpagos","materials","material","oil","-663709.9","-405509.3","","-1228","-1176","","","","oil","","","1881"
"palpagos-material-1883--649093--409177","palpagos","materials","material","oil","-649093.3","-409176.9","","-1236","-1144","","","","oil","","","1882"
"palpagos-material-1884--643539--434601","palpagos","materials","material","oil","-643539","-434601","","-1291","-1132","","","","oil","","","1883"
"palpagos-material-1885--645499--452325","palpagos","materials","material","oil","-645499","-452325.2","","-1330","-1136","","","","oil","","","1884"
"palpagos-material-1886--662409--206642","palpagos","materials","material","oil","-662409.5","-206642.3","","-794","-1173","","","","oil","","","1885"
"palpagos-material-1887--674225--265902","palpagos","materials","material","oil","-674224.7","-265901.6","","-924","-1199","","","","oil","","","1886"
"palpagos-material-1888--685997--365064","palpagos","materials","material","oil","-685996.8","-365064","","-1140","-1225","","","","oil","","","1887"
"palpagos-material-1889--688450--385509","palpagos","materials","material","oil","-688449.7","-385509.2","","-1184","-1230","","","","oil","","","1888"
"palpagos-material-1890--686629--447531","palpagos","materials","material","oil","-686628.7","-447531.1","","-1319","-1226","","","","oil","","","1889"
"palpagos-material-1891--668158--457463","palpagos","materials","material","oil","-668158.3","-457463.4","","-1341","-1186","","","","oil","","","1890"
"palpagos-material-1892--686468--556476","palpagos","materials","material","oil","-686467.9","-556475.7","","-1557","-1226","","","","oil","","","1891"
"palpagos-material-1893--683886--180062","palpagos","materials","material","oil","-683885.9","-180061.7","","-737","-1220","","","","oil","","","1892"
"palpagos-material-1894--701250--232460","palpagos","materials","material","oil","-701250","-232460.1","","-851","-1258","","","","oil","","","1893"
"palpagos-material-1895--696181--277780","palpagos","materials","material","oil","-696181.5","-277779.9","","-949","-1247","","","","oil","","","1894"
"palpagos-material-1896--715523--328547","palpagos","materials","material","oil","-715523","-328546.6","","-1060","-1289","","","","oil","","","1895"
"palpagos-material-1897--693176--311289","palpagos","materials","material","oil","-693176.1","-311288.7","","-1022","-1240","","","","oil","","","1896"
"palpagos-material-1898--705282--377673","palpagos","materials","material","oil","-705282.1","-377673.1","","-1167","-1267","","","","oil","","","1897"
"palpagos-material-1899--709061--422688","palpagos","materials","material","oil","-709061.2","-422687.9","","-1265","-1275","","","","oil","","","1898"
